frame,x,y,file,particle
0,6.51427404240228,23.1830637435988,Cell20.csv,0
1,6.55772794395193,23.149700875693803,Cell20.csv,0
2,6.48483112531191,23.08203905163,Cell20.csv,0
3,6.53756028979466,23.1740889006809,Cell20.csv,0
4,6.49162334841869,23.1504406219883,Cell20.csv,0
5,6.5227989170545,23.153966170166,Cell20.csv,0
6,6.32033032549072,23.168748213117297,Cell20.csv,0
7,6.4387033316321505,23.1660422308194,Cell20.csv,0
8,6.48962582711889,23.0224700987007,Cell20.csv,0
9,6.414017455270231,23.165817809761002,Cell20.csv,0
10,6.4763428586943,23.1104955781022,Cell20.csv,0
11,6.27887449478351,23.1354677181992,Cell20.csv,0
12,6.41453293310178,23.121588154045103,Cell20.csv,0
13,6.4306082129682505,23.1565136546508,Cell20.csv,0
14,6.35477815732191,23.0662430734161,Cell20.csv,0
15,6.43748523518379,23.193433460822302,Cell20.csv,0
16,6.43322130356432,23.1372413960253,Cell20.csv,0
17,6.4299903710814394,23.0728542852938,Cell20.csv,0
18,6.560066523061749,23.0545830016888,Cell20.csv,0
19,6.48689087602951,23.032732059675702,Cell20.csv,0
20,6.4918015805022495,23.0647135489709,Cell20.csv,0
21,6.39942062655287,23.0450240960128,Cell20.csv,0
22,6.58660238227202,23.1708244359753,Cell20.csv,0
23,6.421239595049641,23.073823904109,Cell20.csv,0
24,6.432038147675961,23.0713576651872,Cell20.csv,0
25,6.51215547793061,23.1148245262554,Cell20.csv,0
26,6.37932051853762,23.175930161733,Cell20.csv,0
27,6.47640607488549,23.010416457600602,Cell20.csv,0
28,6.45282095467934,23.1492892262449,Cell20.csv,0
29,6.44179664052008,23.0932673425533,Cell20.csv,0
30,6.37763412517028,23.0928383203528,Cell20.csv,0
31,6.50454400420268,22.9992963309263,Cell20.csv,0
32,6.2789240871063905,23.0832271480104,Cell20.csv,0
33,6.49450290727845,23.0363402037036,Cell20.csv,0
34,6.421558595685861,23.082373542017102,Cell20.csv,0
35,6.5515132100087605,22.9775925881524,Cell20.csv,0
36,6.4764992348262505,22.973751909855498,Cell20.csv,0
37,6.383893730935011,22.9534818426377,Cell20.csv,0
38,6.43115801015401,22.9141459066316,Cell20.csv,0
39,6.41840244133517,22.9610703656149,Cell20.csv,0
40,6.42726475820902,22.9112516292814,Cell20.csv,0
41,6.53498476108393,22.9395593734444,Cell20.csv,0
42,6.4456535135908295,22.9514970040569,Cell20.csv,0
43,6.6215469805185405,22.9709221393432,Cell20.csv,0
44,6.267997816919941,23.0678406553053,Cell20.csv,0
45,6.476300430889091,22.9605302224413,Cell20.csv,0
46,6.34168807941944,23.0105796166665,Cell20.csv,0
47,6.4255841710799295,23.003482956830602,Cell20.csv,0
48,6.43256456013269,22.946275720390698,Cell20.csv,0
49,6.454527469259441,23.049299531237402,Cell20.csv,0
50,6.36947410782104,22.9114202643012,Cell20.csv,0
51,6.4696361271466705,22.9113284243117,Cell20.csv,0
52,6.4475732344526895,22.888892284806904,Cell20.csv,0
53,6.39036373147939,22.872885347237702,Cell20.csv,0
54,6.20412181716593,22.974009744257,Cell20.csv,0
55,6.41614682820687,22.9135520521806,Cell20.csv,0
56,6.37436406650182,22.9527909981045,Cell20.csv,0
57,6.24847817239317,22.8913985668175,Cell20.csv,0
58,6.198605055973431,22.8277057432286,Cell20.csv,0
59,6.19617566906631,22.8638518147869,Cell20.csv,0
0,11.4165120391706,12.4013954575715,Cell20.csv,1
1,11.4118024395393,12.4260853490611,Cell20.csv,1
2,11.4141697318541,12.3831372376103,Cell20.csv,1
3,11.3840166500821,12.4391609724387,Cell20.csv,1
4,11.3521790288757,12.4246131524994,Cell20.csv,1
5,11.4057638051695,12.4093565703412,Cell20.csv,1
6,11.4132072359788,12.5023172719055,Cell20.csv,1
7,11.434587376743401,12.4733032409804,Cell20.csv,1
8,11.401415761521301,12.425522653226501,Cell20.csv,1
9,11.3828817543286,12.3760766400294,Cell20.csv,1
10,11.3699156697646,12.309319885893599,Cell20.csv,1
11,11.5456773943511,12.505149492532501,Cell20.csv,1
12,11.389509433207301,12.4675070729179,Cell20.csv,1
13,11.370170718048001,12.355916763629601,Cell20.csv,1
14,11.4434416576797,12.4547354364529,Cell20.csv,1
15,11.3571454036668,12.374484568105,Cell20.csv,1
16,11.4489840661504,12.4499423308064,Cell20.csv,1
17,11.490029222358801,12.4552999073509,Cell20.csv,1
18,11.4516168022309,12.4653316223001,Cell20.csv,1
19,11.4840102660549,12.5154239454617,Cell20.csv,1
20,11.377377146725799,12.327481173751199,Cell20.csv,1
21,11.3784285769359,12.307900095839,Cell20.csv,1
22,11.378541570399001,12.2925954382236,Cell20.csv,1
23,11.433387347792001,12.379680458882,Cell20.csv,1
24,11.3425029255673,12.346771308463,Cell20.csv,1
25,11.3674802899974,12.3388625431324,Cell20.csv,1
26,11.3781814528348,12.373523134852599,Cell20.csv,1
27,11.3582693193066,12.366148810515702,Cell20.csv,1
28,11.3418211897967,12.340901193368099,Cell20.csv,1
29,11.3790303919864,12.4046581955563,Cell20.csv,1
30,11.458869539722,12.5275759533947,Cell20.csv,1
31,11.4661544216612,12.4756407614847,Cell20.csv,1
32,11.401987584856201,12.4917333422406,Cell20.csv,1
33,11.5010144872026,12.4392942640266,Cell20.csv,1
34,11.3611106501512,12.273497115689102,Cell20.csv,1
35,11.428439947073,12.3797769228207,Cell20.csv,1
36,11.3553622785863,12.3306843467641,Cell20.csv,1
37,11.3760090596897,12.314526804917199,Cell20.csv,1
38,11.390492578847299,12.2981733524739,Cell20.csv,1
39,11.5110753314871,12.3735744739076,Cell20.csv,1
40,11.446259659374,12.3180267354108,Cell20.csv,1
41,11.4082234986188,12.264669245698,Cell20.csv,1
42,11.6214657147291,12.406780229389,Cell20.csv,1
43,11.5779912226724,12.3653389020078,Cell20.csv,1
44,11.427447141667301,12.288855736991,Cell20.csv,1
45,11.479304354864901,12.3957719387385,Cell20.csv,1
46,11.4527588889206,12.377765181519301,Cell20.csv,1
47,11.6240633628171,12.396254527338101,Cell20.csv,1
48,11.6469743225867,12.3865233067015,Cell20.csv,1
49,11.4298540112219,12.2405365458012,Cell20.csv,1
50,11.5618647151862,12.338787168356001,Cell20.csv,1
51,11.4623797034212,12.3240135480885,Cell20.csv,1
52,11.4975317968355,12.3063709771244,Cell20.csv,1
53,11.5553798222621,12.345037066982401,Cell20.csv,1
54,11.6292293424597,12.4022132270432,Cell20.csv,1
55,11.4964507767901,12.2849605416749,Cell20.csv,1
56,11.4680203099234,12.327867997527699,Cell20.csv,1
57,11.5501044823455,12.3176594798527,Cell20.csv,1
58,11.4511755010447,12.232315169727402,Cell20.csv,1
59,11.5830807642655,12.271285042252801,Cell20.csv,1
0,10.2383616771675,21.226339703973,Cell20.csv,2
1,10.362742102795702,21.1462732693464,Cell20.csv,2
2,10.3937602308383,20.991984986888003,Cell20.csv,2
3,10.4290583339736,20.8681260811264,Cell20.csv,2
4,10.3543421312703,20.883031282246,Cell20.csv,2
5,10.3024810275628,20.919162459866502,Cell20.csv,2
6,10.3235112074687,20.8817533829914,Cell20.csv,2
7,10.350630389314599,20.8499265989752,Cell20.csv,2
8,10.422654066753001,20.738162089219,Cell20.csv,2
9,10.2396963583939,20.9363116236832,Cell20.csv,2
10,10.3463445104268,20.8653448516826,Cell20.csv,2
11,10.3268037746545,20.849364142953302,Cell20.csv,2
12,10.3097884279826,20.784671777865597,Cell20.csv,2
13,10.285464917948701,20.9371773649776,Cell20.csv,2
14,10.3140144746502,21.048576449258398,Cell20.csv,2
15,10.254686196544801,20.9404944399595,Cell20.csv,2
16,10.2419679726127,20.887545615585402,Cell20.csv,2
17,10.3014658420058,20.806879380081003,Cell20.csv,2
18,10.271438305676,20.886658056414,Cell20.csv,2
19,10.080986483409902,20.910680680464402,Cell20.csv,2
20,10.149844551082401,20.8951565645205,Cell20.csv,2
21,10.0697070162753,20.811937810238103,Cell20.csv,2
22,10.145703187825701,20.9467616077731,Cell20.csv,2
23,10.1420406205493,20.8873854487018,Cell20.csv,2
24,10.2289013018776,20.866382107306,Cell20.csv,2
25,10.2198546616016,20.850922258440804,Cell20.csv,2
26,10.0730871456012,20.9255177743376,Cell20.csv,2
