frame,x,y,file,particle
0,3.0025166900224,11.590164816259001,Cell7.csv,0
1,2.98399736254638,11.6520367039531,Cell7.csv,0
2,2.99821159429435,11.6307410315395,Cell7.csv,0
3,2.99128717489885,11.600934025408801,Cell7.csv,0
4,2.97849390383139,11.604188526288201,Cell7.csv,0
5,3.10297195373437,11.6579314462828,Cell7.csv,0
6,2.99397992529223,11.643997663340901,Cell7.csv,0
7,3.06688680397754,11.691005664291302,Cell7.csv,0
8,3.0479947381460604,11.660681749006901,Cell7.csv,0
9,3.0447631156040504,11.672541349843401,Cell7.csv,0
10,3.11490780359037,11.720955736172,Cell7.csv,0
11,3.04957230527495,11.6844957297641,Cell7.csv,0
12,3.06074921099851,11.7107849807389,Cell7.csv,0
13,3.04697452471441,11.6980528603154,Cell7.csv,0
14,3.06138496565064,11.6394738226971,Cell7.csv,0
15,3.0603488874892903,11.7036543992307,Cell7.csv,0
16,3.0448811948657397,11.6663283716642,Cell7.csv,0
17,3.0560801863354903,11.7194470237297,Cell7.csv,0
18,3.04909220716728,11.687348463426801,Cell7.csv,0
19,3.0526637696345,11.703645753951099,Cell7.csv,0
20,3.06222211488356,11.6917812024304,Cell7.csv,0
21,3.04809228204902,11.7112293558532,Cell7.csv,0
22,3.1369777030700203,11.6903575676659,Cell7.csv,0
23,3.04942332634262,11.645583735794,Cell7.csv,0
24,3.18488150150713,11.655655360026099,Cell7.csv,0
25,3.12600567339766,11.6323587622025,Cell7.csv,0
26,3.13470787584922,11.653354444831201,Cell7.csv,0
27,3.12742979579991,11.6768978284476,Cell7.csv,0
28,3.13152152916317,11.6492890174225,Cell7.csv,0
29,3.13459588087492,11.6785857370014,Cell7.csv,0
30,3.15445917098486,11.6377946034452,Cell7.csv,0
31,3.1506804970293003,11.6699650664555,Cell7.csv,0
32,3.17210926397674,11.7041984431609,Cell7.csv,0
33,3.16673604877115,11.731479136269499,Cell7.csv,0
34,3.12557594559762,11.6859224451514,Cell7.csv,0
35,3.11462246453085,11.709217105469001,Cell7.csv,0
36,3.1869500540682703,11.6846370467176,Cell7.csv,0
37,3.1607449124710802,11.7074802915084,Cell7.csv,0
38,3.13707596400973,11.6805940036087,Cell7.csv,0
39,3.13105943298749,11.725519634619701,Cell7.csv,0
40,3.14074141992748,11.6720470183759,Cell7.csv,0
41,3.12623024908699,11.680799473924601,Cell7.csv,0
42,3.08412407281264,11.646461398015502,Cell7.csv,0
43,3.09552106763205,11.6565728265385,Cell7.csv,0
44,3.12630941700354,11.6934647654005,Cell7.csv,0
45,3.14671296862182,11.6365890820154,Cell7.csv,0
46,3.1494884496377598,11.690008752791801,Cell7.csv,0
47,3.15028899018169,11.653235125821,Cell7.csv,0
48,3.1104810979404602,11.6518462217281,Cell7.csv,0
49,3.12146785332699,11.6611711986071,Cell7.csv,0
50,3.14039564273679,11.6702027061236,Cell7.csv,0
51,3.12934291745859,11.624864812145,Cell7.csv,0
52,3.1554662268501703,11.6191410026764,Cell7.csv,0
53,3.15936634903367,11.634032354466301,Cell7.csv,0
54,3.16114323319958,11.6767272789371,Cell7.csv,0
55,3.1685172299493,11.7041821711182,Cell7.csv,0
56,3.14868107490827,11.6522645123288,Cell7.csv,0
57,3.10381870202948,11.6134406309346,Cell7.csv,0
58,3.15551461522078,11.683671824080001,Cell7.csv,0
59,3.13533009976494,11.682862168791901,Cell7.csv,0
0,3.74931200003663,8.91786872843848,Cell7.csv,1
1,3.77232950239848,8.94032705569383,Cell7.csv,1
2,3.76861803709928,8.92573570320183,Cell7.csv,1
3,3.77103728619379,8.89237031713908,Cell7.csv,1
4,3.75182650628845,8.91725742426532,Cell7.csv,1
5,3.7759981464140804,8.89405363238826,Cell7.csv,1
6,3.77561422481293,8.873666655302241,Cell7.csv,1
7,3.7925972160688897,8.90351362321411,Cell7.csv,1
8,3.7767326306985,8.91489870499832,Cell7.csv,1
9,3.76669476674353,8.94120493940045,Cell7.csv,1
10,3.77080854899437,8.9217613544167,Cell7.csv,1
11,3.77319282666635,8.924054914446941,Cell7.csv,1
12,3.7733518873408403,8.921041787416591,Cell7.csv,1
13,3.76208594126736,8.92251479234331,Cell7.csv,1
14,3.76809497798844,8.93123076600214,Cell7.csv,1
15,3.76213026590688,8.897156118979671,Cell7.csv,1
16,3.78103360177168,8.92495080891369,Cell7.csv,1
17,3.7679963513733803,8.957386291127062,Cell7.csv,1
18,3.78316897020259,8.988761228020131,Cell7.csv,1
19,3.75197091460149,8.938985189336291,Cell7.csv,1
20,3.75275720020376,8.94809730849305,Cell7.csv,1
21,3.71855152378026,8.94144914435704,Cell7.csv,1
22,3.73493233568473,8.94615754438055,Cell7.csv,1
23,3.73309006959092,8.94905897991762,Cell7.csv,1
24,3.75384277166878,8.93612903330931,Cell7.csv,1
25,3.7620807744616602,8.93694340962389,Cell7.csv,1
26,3.72482411329789,8.97586002598417,Cell7.csv,1
27,3.7605719408956104,8.94483428910044,Cell7.csv,1
28,3.78431676577532,8.95243345596502,Cell7.csv,1
29,3.7523835387834903,8.921391868851881,Cell7.csv,1
30,3.76659359757969,8.96768915764946,Cell7.csv,1
31,3.7582453296111598,8.945819878048232,Cell7.csv,1
32,3.738981579345,8.963823088839739,Cell7.csv,1
33,3.7665017301462,8.938938203778159,Cell7.csv,1
34,3.74449642093967,8.947886304812721,Cell7.csv,1
35,3.77281965315131,8.998767579773281,Cell7.csv,1
36,3.75624238589613,8.959339497243331,Cell7.csv,1
37,3.7370809484489103,8.96378252721214,Cell7.csv,1
38,3.73026844111184,8.982299941373991,Cell7.csv,1
39,3.7332700739185998,8.94037050759253,Cell7.csv,1
40,3.73016425287605,8.961378494301751,Cell7.csv,1
41,3.7476159604596,8.96196804875883,Cell7.csv,1
42,3.71927026879999,8.988871195721961,Cell7.csv,1
43,3.7314299694204003,8.97962967680004,Cell7.csv,1
44,3.7169165313845602,8.97452528189131,Cell7.csv,1
45,3.7297001029489003,8.995151295802971,Cell7.csv,1
46,3.71342113390638,9.00068352582672,Cell7.csv,1
47,3.7402215592081505,8.9833412396649,Cell7.csv,1
48,3.7006453425015104,8.99139027693665,Cell7.csv,1
49,3.6889367381284,8.971692449297391,Cell7.csv,1
50,3.68723634901316,8.99311136518954,Cell7.csv,1
51,3.6934721923410403,8.96957881617995,Cell7.csv,1
52,3.72274242339483,9.007525885559229,Cell7.csv,1
53,3.70234456213438,9.01225111441039,Cell7.csv,1
54,3.70968816140334,9.00124541677673,Cell7.csv,1
55,3.71856452406483,8.994801051557921,Cell7.csv,1
56,3.711271462975,9.0111961401518,Cell7.csv,1
57,3.71078746125998,9.00071100176776,Cell7.csv,1
58,3.71303365940999,9.00331347856237,Cell7.csv,1
59,3.70980830734152,9.03996760913127,Cell7.csv,1
0,6.17613899303224,6.18116677713567,Cell7.csv,2
1,6.19063206422589,6.2196139353101,Cell7.csv,2
2,6.216802517302,6.22606193328646,Cell7.csv,2
3,6.18300266474977,6.232638721102281,Cell7.csv,2
4,6.23216307383246,6.1827038217446395,Cell7.csv,2
5,6.26931944281679,6.243361790175011,Cell7.csv,2
6,6.18719815360166,6.24625309351408,Cell7.csv,2
7,6.18672268251065,6.26374915418925,Cell7.csv,2
8,6.18989002399356,6.28963925411416,Cell7.csv,2
9,6.2220565285202,6.28391537075218,Cell7.csv,2
10,6.175370340905091,6.24618328749385,Cell7.csv,2
11,6.262507697445031,6.30991909336399,Cell7.csv,2
12,6.2771627216757295,6.350665902252651,Cell7.csv,2
13,6.27754907196506,6.3375895868512195,Cell7.csv,2
14,6.32561720793923,6.3444797252731,Cell7.csv,2
15,6.31361901320028,6.32282116887223,Cell7.csv,2
16,6.32740982437575,6.36720446106896,Cell7.csv,2
17,6.39670520842393,6.35545011719359,Cell7.csv,2
18,6.352370448188379,6.40310223903509,Cell7.csv,2
19,6.29066253789685,6.357429644412891,Cell7.csv,2
20,6.3917643990464805,6.27326098558142,Cell7.csv,2
21,6.31848330446556,6.32303363840405,Cell7.csv,2
22,6.35902758612331,6.36739838409982,Cell7.csv,2
23,6.38193367180384,6.3261501514870195,Cell7.csv,2
24,6.42430651962748,6.28131589812266,Cell7.csv,2
25,6.41742482858042,6.28869904588041,Cell7.csv,2
26,6.36249995431201,6.29022633214341,Cell7.csv,2
27,6.3691379762682,6.33992732837721,Cell7.csv,2
28,6.36356893963727,6.339769790563211,Cell7.csv,2
29,6.3582932220550905,6.28388758240484,Cell7.csv,2
30,6.32004041714924,6.26012234801276,Cell7.csv,2
31,6.29299811261403,6.26634906577087,Cell7.csv,2
32,6.33363993829529,6.25875247453958,Cell7.csv,2
33,6.37333433207172,6.30424115516033,Cell7.csv,2
34,6.28421119062438,6.327078427534221,Cell7.csv,2
35,6.32848263182549,6.31345316416733,Cell7.csv,2
36,6.27072592559717,6.3135550685456705,Cell7.csv,2
37,6.35996748122624,6.34007828501828,Cell7.csv,2
38,6.29566568158095,6.38847739433802,Cell7.csv,2
39,6.2919350892350305,6.38662473315023,Cell7.csv,2
40,6.29631398538508,6.33238684113743,Cell7.csv,2
41,6.29553173388532,6.346062821540221,Cell7.csv,2
42,6.27955817649073,6.34240027264575,Cell7.csv,2
43,6.3365086935473105,6.3856966006221905,Cell7.csv,2
44,6.358366743890111,6.37384938870911,Cell7.csv,2
45,6.30056961246634,6.39158386325823,Cell7.csv,2
46,6.30796285995163,6.4130362307098006,Cell7.csv,2
47,6.35750954490266,6.37669235221938,Cell7.csv,2
48,6.2738450788092095,6.37626082210973,Cell7.csv,2
49,6.28623761404012,6.3575360581314095,Cell7.csv,2
50,6.2476118569959604,6.41071522769811,Cell7.csv,2
51,6.33391720813361,6.37942921562149,Cell7.csv,2
52,6.3213643865433795,6.37996796039397,Cell7.csv,2
53,6.30444540267642,6.40583818395434,Cell7.csv,2
54,6.236209543924381,6.3827836260449,Cell7.csv,2
55,6.21867216393814,6.35084592956386,Cell7.csv,2
56,6.18727953158447,6.38551515593372,Cell7.csv,2
57,6.2125525034593405,6.401082501842501,Cell7.csv,2
58,6.28025073813426,6.393631742665081,Cell7.csv,2
59,6.25187466163331,6.367066148890039,Cell7.csv,2
0,6.34520944831932,12.937389766205701,Cell7.csv,3
1,6.396178722108191,12.921815403742,Cell7.csv,3
2,6.38566104144301,12.847700663919701,Cell7.csv,3
3,6.383493129030811,12.869109867793401,Cell7.csv,3
4,6.41332991618011,12.8307063512454,Cell7.csv,3
5,6.41092421058698,12.852694039607101,Cell7.csv,3
6,6.359546872213921,12.8466996255022,Cell7.csv,3
7,6.34635462003441,12.8512117964636,Cell7.csv,3
8,6.4151708485365395,12.8400914744198,Cell7.csv,3
9,6.37126312291514,12.8187362587343,Cell7.csv,3
10,6.3585011921604,12.811086015197299,Cell7.csv,3
11,6.4126314144277705,12.8585445355693,Cell7.csv,3
12,6.3663735545383,12.8255965072255,Cell7.csv,3
13,6.39361218485506,12.767842744916699,Cell7.csv,3
14,6.40113822913829,12.8449001969183,Cell7.csv,3
15,6.28320483896547,12.8979525993993,Cell7.csv,3
16,6.4281885277461495,12.8538999038818,Cell7.csv,3
17,6.42955385417876,12.8836017371982,Cell7.csv,3
18,6.36314094177073,12.8158600250659,Cell7.csv,3
19,6.4155640527585005,12.8806815858189,Cell7.csv,3
20,6.36639645159007,12.7740158038793,Cell7.csv,3
21,6.43008957311383,12.822435310895301,Cell7.csv,3
22,6.34687883332458,12.8278135573862,Cell7.csv,3
23,6.40831594354065,12.8361776496719,Cell7.csv,3
24,6.40201095776435,12.869621440937602,Cell7.csv,3
25,6.33587911337222,12.860039821504401,Cell7.csv,3
26,6.35760084650266,12.8722544228906,Cell7.csv,3
27,6.35045977205573,12.8368338634269,Cell7.csv,3
28,6.418441792167661,12.8279834638867,Cell7.csv,3
29,6.35256357195014,12.8509364520374,Cell7.csv,3
30,6.39935261503505,12.8513004065962,Cell7.csv,3
31,6.33519138214714,12.8265851324375,Cell7.csv,3
32,6.43323415286629,12.8791121881576,Cell7.csv,3
33,6.33991292036933,12.805811919400199,Cell7.csv,3
34,6.36773539947246,12.8495810536333,Cell7.csv,3
35,6.348762934831591,12.8391574721177,Cell7.csv,3
36,6.39885030809148,12.9043978545021,Cell7.csv,3
37,6.35476446072362,12.8750557584955,Cell7.csv,3
38,6.32961314425612,12.9275108294185,Cell7.csv,3
39,6.2965290685581605,12.839902815379801,Cell7.csv,3
40,6.29121974259587,12.933167215247101,Cell7.csv,3
41,6.290517660959851,12.865757470122801,Cell7.csv,3
42,6.27782210507021,12.8731549165255,Cell7.csv,3
43,6.32696905042836,12.8876637882269,Cell7.csv,3
44,6.4180542540150505,12.8921982926049,Cell7.csv,3
45,6.30819739143275,12.913572643578501,Cell7.csv,3
46,6.33314178391978,12.9140764556505,Cell7.csv,3
47,6.2933415070958,12.8709464298805,Cell7.csv,3
48,6.313579027771331,12.8856214021511,Cell7.csv,3
49,6.38243662784006,12.8735127804916,Cell7.csv,3
50,6.35816633354421,12.8272211280354,Cell7.csv,3
51,6.4568681244681,12.8522190969734,Cell7.csv,3
52,6.36622093177238,12.8699806856448,Cell7.csv,3
53,6.36037635349611,12.873037784111801,Cell7.csv,3
54,6.38967176342805,12.8671396102997,Cell7.csv,3
55,6.38027724124761,12.9130578302826,Cell7.csv,3
56,6.34232521551246,12.8903303137196,Cell7.csv,3
57,6.35989725505671,12.8516799435955,Cell7.csv,3
58,6.34437772867287,12.8760421157962,Cell7.csv,3
59,6.28656175537216,12.8652971250089,Cell7.csv,3
0,15.1047556787374,16.360052437848,Cell7.csv,4
1,15.1674924762561,16.333902567406,Cell7.csv,4
2,15.1542615961713,16.3385769858968,Cell7.csv,4
3,15.1524996306148,16.2750771038938,Cell7.csv,4
